Player,Year,Games Played,Win Share
Clifford Lett,1991,11,-0.1
Ian Lockhart,1991,1,0.0
Jeff Martin,1991,143,2.2
Mark McNamara,1991,278,2.8
Scott Meents,1991,39,0.1
Paul Mokeski,1991,694,13.6
Sidney Moncrief,1991,767,90.40000000000002
Chris Munk,1991,11,0.0
Craig Neal,1991,63,-0.4
Jawann Oldham,1991,329,4.3
Robert Reid,1991,919,40.199999999999996
John Shasky,1991,136,2.5
Jack Sikma,1991,1107,112.39999999999999
Clinton Smith,1991,46,0.30000000000000004
Derek Smith,1991,408,18.3
Everette Stephens,1991,38,-0.30000000000000004
Reggie Theus,1991,1026,66.89999999999999
Irving Thomas,1991,26,-0.1
Jim Thomas,1991,161,5.0
Mychal Thompson,1991,935,59.199999999999996
Kelly Tripucka,1991,707,44.4
Kelvin Upshaw,1991,120,1.6
Darnell Valentine,1991,620,22.2
Milt Wagner,1991,53,0.4
Leon Wood,1991,274,6.8
Mike Woodson,1991,786,34.8
A.J. Wynder,1991,6,0.0
Randy Allen,1990,70,0.2
Richard Anderson,1990,407,7.7
Uwe Blab,1990,235,0.3999999999999999
Adrian Branch,1990,130,2.0999999999999996
Raymond Brown,1990,16,-0.2
Stanley Brundy,1990,16,0.2
Torgeir Bryn,1990,3,0.0
Steve Bucknall,1990,18,-0.3
Rick Carlisle,1990,188,0.5000000000000001
Michael Cooper,1990,873,52.400000000000006
Charles Davis,1990,415,5.800000000000001
Terry Dozier,1990,9,-0.2
Jay Edwards,1990,4,0.0
Bill Hanzlik,1990,748,24.699999999999996
Steve Harris,1990,207,3.2
Michael Holton,1990,325,4.7
Ed Horton,1990,45,0.4
Eddie Hughes,1990,97,1.4
Michael Jackson,1990,89,-0.2
Dennis Johnson,1990,1100,82.7
Eric Johnson,1990,48,-0.4
Marques Johnson,1990,691,79.69999999999999
Nate Johnston,1990,21,0.1
Anthony Jones,1990,164,0.8
Caldwell Jones,1990,1068,44.3
Jeff Lebo,1990,4,0.0
Ralph Lewis,1990,99,-0.1
Lewis Lloyd,1990,388,19.900000000000006
Sidney Lowe,1990,193,4.0
John Lucas,1990,928,53.699999999999996
Wes Matthews,1990,465,11.1
Mel McCants,1990,13,0.0
Mike McGee,1990,520,15.099999999999998
Johnny Moore,1990,520,30.1
Mike Morrison,1990,36,-0.3
Calvin Natt,1990,599,57.00000000000001
Kurt Nimphius,1990,564,17.4
Dyron Nix,1990,20,0.0
José Ortiz,1990,64,0.0
Žarko Paspalj,1990,28,-0.3
Jim Paxson,1990,922,56.599999999999994
Harold Pressley,1990,299,10.0
Doug Roth,1990,42,0.4
Scott Roth,1990,160,1.0999999999999999
Jim Rowinski,1990,23,0.30000000000000004
Brian Rowsom,1990,82,2.5
Purvis Short,1990,842,51.1
Dexter Shouse,1990,3,-0.1
Jerry Sichting,1990,598,21.2
Greg Stokes,1990,42,0.3
Jay Taylor,1990,17,-0.1
Leonard Taylor,1990,10,-0.1
Melvin Turpin,1990,361,13.799999999999999
Jay Vincent,1990,576,27.5
Gary Voce,1990,1,0.0
Mark Wade,1990,12,-0.3
Chris Welp,1990,109,1.0
Mike Williams,1990,21,0.0
Michael Young,1990,49,1.1
Kareem Abdul-Jabbar,1989,1560,273.3
Michael Anderson,1989,36,0.2
Greg Ballard,1989,802,53.89999999999999
Ricky Berry,1989,64,2.4
Walter Berry,1989,205,8.1
Otis Birdsong,1989,696,48.3
Dudley Bradley,1989,600,16.5
Ron Cavenall,1989,58,-0.2
Mike Champion,1989,2,-0.1
Dallas Comegys,1989,142,1.0999999999999999
Darwin Cook,1989,612,22.899999999999995
Winston Crite,1989,31,0.0
Darryl Dawkins,1989,726,46.400000000000006
Fennis Dembo,1989,31,-0.1
Wayne Engelstad,1989,11,0.0
Rolando Ferreira,1989,12,-0.2
Ben Gillery,1989,24,0.0
Grant Gondrezick,1989,91,0.8
Orlando Graham,1989,7,0.0
Sylvester Gray,1989,55,0.7
Pétur Guðmundsson,1989,150,2.1999999999999997
Phil Hubbard,1989,665,29.0
Marc Iavaroni,1989,531,8.0
Bill Jones,1989,37,0.6
Shelton Jones,1989,51,0.3
Jeff Lamp,1989,291,5.199999999999999
Allen Leavell,1989,700,29.8
Keith Lee,1989,182,3.8
Rob Lock,1989,20,-0.2
Pace Mannion,1989,216,1.6
Ben McDonald,1989,176,2.5
Todd Mitchell,1989,24,-0.1
Richard Morton,1989,2,0.0
Norm Nixon,1989,768,47.50000000000001
Dominic Pressley,1989,13,-0.2
Ramón Rivas,1989,28,0.0
Rob Rose,1989,2,0.0
Russ Schoene,1989,290,4.6
Keith Smart,1989,2,0.0
Brook Steppe,1989,238,4.699999999999999
John Stroeder,1989,46,-0.1
Barry Sumpter,1989,1,0.0
Anthony Taylor,1989,21,0.2
Bernard Thompson,1989,204,3.3000000000000003
Ray Tolbert,1989,261,2.9000000000000004
Elston Turner,1989,505,8.5
Terry Tyler,1989,871,40.699999999999996
Pearl Washington,1989,194,1.9
Clinton Wheeler,1989,87,1.0
Eric White,1989,55,1.3
Jerome Whitehead,1989,679,16.5
Kevin Williams,1989,260,2.6
Alvan Adams,1988,988,73.4
Joe Arlauckas,1988,9,-0.1
James Bailey,1988,595,16.3
Kent Benson,1988,680,33.6
Nate Blackwell,1988,10,-0.1
Michael Brooks,1988,319,16.5
Norris Coleman,1988,29,-0.4
Jeff Cook,1988,518,17.8
Darren Daye,1988,328,9.299999999999999
Billy Donovan,1988,44,-0.1
Franklin Edwards,1988,296,3.9000000000000004
Chris Engler,1988,195,0.7
Mike Evans,1988,591,9.3
Kenny Fields,1988,184,4.2
World B. Free,1988,886,67.8
Artis Gilmore,1988,909,107.5
Lancaster Gordon,1988,201,-2.7
Claude Gregory,1988,25,0.1
Dave Henderson,1988,22,-0.4
Kevin Henderson,1988,22,-0.2
Conner Henry,1988,93,0.10000000000000003
Clemon Johnson,1988,761,25.5
Kannard Johnson,1988,4,-0.1
Maurice Lucas,1988,855,58.7
Bill Martin,1988,84,0.29999999999999993
Maurice Martin,1988,69,-0.2
Cedric Maxwell,1988,835,78.60000000000001
Kevin McKenna,1988,243,4.1000000000000005
Chris McNealy,1988,108,2.6
Dirk Minniefield,1988,222,4.1
Mike Mitchell,1988,759,50.1
Andre Moore,1988,10,0.0
Ron Moore,1988,14,-0.1
Jay Murphy,1988,67,-0.5
Ronnie Murphy,1988,18,-0.2
Martin Nessley,1988,44,-0.1
Mike O'Koren,1988,407,14.5
Louis Orr,1988,569,25.700000000000003
Michael Phelps,1988,132,0.30000000000000004
Richard Rellford,1988,4,0.0
Johnny Rogers,1988,69,0.4
Carey Scurry,1988,180,5.3
Steve Stipanovich,1988,403,30.400000000000002
Andrew Toney,1988,468,26.9
Danny Vranes,1988,510,15.299999999999999
Granville Waiters,1988,249,1.8
Jamie Waller,1988,9,-0.2
Chris Washburn,1988,72,-0.6000000000000001
Kermit Washington,1988,507,35.9
Tony White,1988,49,-0.3
Nikita Wilson,1988,15,-0.1
Ricky Wilson,1988,24,0.3
Rickie Winslow,1988,7,-0.2
Brad Wright,1988,16,-0.1
Phil Zevenbergen,1988,8,0.0
Gene Banks,1987,468,31.1
Joe Binion,1987,11,0.1
Junior Bridgeman,1987,849,45.0
Mike Brittain,1987,38,0.0
Kenny Carr,1987,674,33.5
Fred Cofield,1987,50,-0.5
Don Collins,1987,303,10.4
Bruce Douglas,1987,8,-0.2
Jerry Eaves,1987,168,2.6
Julius Erving,1987,836,106.1
Mike Glenn,1987,593,25.3
Stewart Granger,1987,80,-0.10000000000000009
Kenny Green,1987,60,-0.3
Jerome Henderson,1987,7,-0.1
Geoff Huston,1987,496,11.799999999999999
Myron Jackson,1987,8,0.0
Steffond Johnson,1987,29,-0.2
Clark Kellogg,1987,260,20.9
Curtis Kitchen,1987,6,0.1
Jim Lampley,1987,1,0.0
Kyle Macy,1987,551,36.0
Fernando Martín,1987,24,-0.4
Scooter McCray,1987,77,0.4
Hank McDowell,1987,206,2.0
Forrest McKenzie,1987,6,-0.2
Cozell McQueen,1987,3,0.1
Perry Moss,1987,136,0.9
Dennis Nutt,1987,25,0.3
Mark Olberding,1987,865,43.1
Dwayne Polee,1987,1,0.0
Ben Poquette,1987,718,30.299999999999997
Clint Richardson,1987,586,16.7
Dan Roundfield,1987,746,65.0
Ron Rowan,1987,7,0.0
John Schweitz,1987,22,-0.5
McKinley Singleton,1987,2,0.0
Keith Smith,1987,42,0.0
Terence Stansbury,1987,192,2.4
David Thirdkill,1987,179,1.2
Nick Vanos,1987,68,-0.10000000000000003
Pete Verhoeven,1987,282,5.199999999999999
Bill Walton,1987,468,39.300000000000004
Marvin Webster,1987,579,28.2
Scott Wedman,1987,906,53.699999999999996
Rory White,1987,324,6.5
Gus Williams,1987,825,68.0
Pete Williams,1987,58,1.4
Ray Williams,1987,655,37.1
Michael Wilson,1987,32,0.20000000000000004
Othell Wilson,1987,127,1.2999999999999998
Al Wood,1987,417,15.300000000000002
Perry Young,1987,9,-0.1
Mike Bratz,1986,586,11.1
Ron Brewer,1986,501,17.4
Wallace Bryant,1986,102,1.3
Quinn Buckner,1986,719,24.7
Butch Carter,1986,361,8.5
Bobby Cattage,1986,78,0.30000000000000004
Lorenzo Charles,1986,36,0.5
David Cooke,1986,6,0.0
Ron Crevier,1986,3,-0.1
Jeff Cross,1986,21,-0.1
Devin Durrant,1986,63,-0.2
Rod Foster,1986,207,2.2
Bill Garnett,1986,300,10.9
George Gervin,1986,791,88.2
Mike Gibson,1986,64,0.30000000000000004
Georgi Glouchkov,1986,49,-0.5
Ken Green,1986,7,0.3
Ernie Grunfeld,1986,693,24.9
Steve Hayes,1986,212,2.9
Carl Henry,1986,28,0.2
Alfredrick Hughes,1986,68,-0.5
George Johnson,1986,1437,47.50000000000001
Mickey Johnson,1986,904,58.60000000000001
Earl Jones,1986,14,0.0
Edgar Jones,1986,363,15.0
Ozell Jones,1986,70,1.2
Yvon Joseph,1986,1,0.0
Harold Keeling,1986,20,0.1
Rich Kelley,1986,814,42.39999999999999
Mitch Kupchak,1986,510,27.0
Ronnie Lester,1986,250,6.3
Brian Martin,1986,8,-0.1
Bob McAdoo,1986,852,89.0
Dwayne McClain,1986,45,-0.3
Billy McKinney,1986,476,15.7
Tom McMillen,1986,729,27.199999999999996
Charles Pittman,1986,234,4.199999999999999
David Pope,1986,33,-0.1
Kelvin Ransey,1986,474,17.9
Micheal Ray Richardson,1986,556,35.099999999999994
Rick Robey,1986,493,15.7
Derrick Rowland,1986,2,0.0
Lonnie Shelton,1986,673,37.300000000000004
Ricky Sobers,1986,821,32.0
Larry Spriggs,1986,169,3.5
Peter Thibeaux,1986,93,0.09999999999999998
Paul Thompson,1986,154,4.9
Bryan Warrick,1986,169,1.6
Willie White,1986,82,0.3
Jamaal Wilkes,1986,828,71.39999999999999
Jeff Wilkins,1986,454,8.799999999999999
Freeman Williams,1986,323,10.0
Guy Williams,1986,26,0.1
Sly Williams,1986,305,13.2
Voise Winters,1986,4,-0.1
Chuck Aleksinas,1985,74,0.4
J.J. Anderson,1985,157,2.5999999999999996
Cory Blackwell,1985,60,-0.9
Rickey Brown,1985,340,4.7
Don Buse,1985,648,35.0
M.L. Carr,1985,604,29.0
Howard Carter,1985,66,0.0
Harvey Catchings,1985,725,21.2
Carlos Clark,1985,93,0.6
Joe Cooper,1985,24,0.30000000000000004
Charlie Criss,1985,418,13.7
John Drew,1985,739,68.89999999999999
Kenton Edelin,1985,10,0.1
Phil Ford,1985,482,23.400000000000002
Butch Graves,1985,4,-0.1
Kevin Grevey,1985,672,26.400000000000002
Lionel Hollins,1985,673,22.9
Dan Issel,1985,718,82.39999999999999
Ralph Jackson,1985,1,0.0
Major Jones,1985,374,5.5
Greg Kelser,1985,305,8.7
Reggie King,1985,438,24.8
Billy Knight,1985,671,48.5
Joe Kopicki,1985,118,3.5
Tom LaGarde,1985,312,6.500000000000001
Joe Meriweather,1985,670,27.600000000000005
Larry Micheaux,1985,96,2.5
Kenny Natt,1985,49,-0.1
Audie Norris,1985,187,2.9
Billy Paultz,1985,637,26.400000000000002
Leo Rautins,1985,32,-0.1
Truck Robinson,1985,772,52.8
Lorenzo Romar,1985,291,8.100000000000001
Campy Russell,1985,566,35.800000000000004
Wayne Sappleton,1985,33,0.1
Tom Scheffler,1985,39,0.2
Alvin Scott,1985,627,23.1
Tom Sewell,1985,21,-0.4
Charlie Sitton,1985,43,0.1
Tom Sluby,1985,31,0.2
Robert Smith,1985,229,5.7
Dane Suttle,1985,46,0.9
Linton Townes,1985,60,0.6
Dale Wilkinson,1985,12,-0.1
Sam Williams,1985,323,8.5
Tiny Archibald,1984,876,83.4
Ken Austin,1984,7,0.0
Dave Batton,1984,58,0.7
Tom Boswell,1984,366,15.199999999999998
Charles Bradley,1984,110,0.30000000000000004
Fred Brown,1984,963,63.199999999999996
Leroy Combs,1984,48,0.4
Geoff Crompton,1984,82,0.0
Russell Cross,1984,45,0.8
Kenny Dennard,1984,95,1.5
Keith Edmonson,1984,87,0.39999999999999997
Len Elmore,1984,505,13.2
Eric Fernsten,1984,218,3.4
Calvin Garrett,1984,166,2.5999999999999996
John Garris,1984,33,0.9
Steve Hawes,1984,688,37.0
Elvin Hayes,1984,1303,120.79999999999998
Johnny High,1984,274,4.699999999999999
Armond Hill,1984,468,11.200000000000001
Tracy Jackson,1984,129,2.4
Clay Johnson,1984,80,0.7
Reggie Johnson,1984,305,10.9
Hutch Jones,1984,13,0.0
Eddie Jordan,1984,420,8.8
Bruce Kuczenski,1984,15,-0.4
Mark Landsberger,1984,437,12.1
Bob Lanier,1984,959,117.2
Steve Lingenfelter,1984,10,0.0
Darrell Lockhart,1984,2,0.0
Kevin Loder,1984,148,2.5
Rudy Macklin,1984,160,3.3
Bob Miller,1984,2,0.1
Swen Nater,1984,489,36.9
Roger Phegley,1984,345,8.6
John Pinone,1984,7,0.1
Tom Piotrowski,1984,18,0.1
Anthony Roberts,1984,213,3.3
Dave Robisch,1984,508,23.6
DeWayne Scales,1984,49,0.19999999999999998
Jim Spanarkel,1984,259,12.3
David Thompson,1984,509,50.7
Darren Tillis,1984,124,1.0
Foots Walker,1984,658,30.9
Wally Walker,1984,565,12.8
Brant Weidner,1984,8,0.0
Paul Westphal,1984,823,67.5
Rob Williams,1984,153,2.1
Bill Willoughby,1984,488,13.299999999999999
Dwight Anderson,1983,5,0.0
Billy Ray Bates,1983,187,6.9
Brad Branson,1983,72,0.9
Allan Bristow,1983,648,22.8
Jim Brogan,1983,121,1.2000000000000002
Joe Bryant,1983,606,12.899999999999999
Marty Byrnes,1983,263,4.2
Dave Cowens,1983,766,86.30000000000001
Chubby Cox,1983,7,-0.2
Mike Davis,1983,212,4.8
Coby Dietrick,1983,480,15.599999999999998
John Douglas,1983,67,0.5
Leon Douglas,1983,456,15.1
Terry Duerod,1983,143,0.8999999999999999
John Duren,1983,201,-0.8
Bruce Flowers,1983,53,1.7
Glen Gondrezick,1983,435,15.9
John Greig,1983,9,0.1
Paul Griffin,1983,480,19.700000000000003
Bob Gross,1983,513,30.599999999999998
Joe Hassett,1983,292,6.4
Spencer Haywood,1983,760,61.5
Tom Henderson,1983,650,22.1
Jim Johnstone,1983,23,-0.1
Dwight Jones,1983,766,27.4
Jeff Judkins,1983,272,6.3
Larry Kenon,1983,503,36.4
Joel Kramer,1983,328,9.1
Sam Lacey,1983,1002,50.800000000000004
Scott Lloyd,1983,372,2.5
Dave Magley,1983,14,-0.1
Scott May,1983,355,17.3
Steve Mix,1983,787,57.699999999999996
Lowes Moore,1983,112,1.5
Guy Morgan,1983,8,-0.1
Calvin Murphy,1983,1002,84.1
Carl Nicks,1983,156,-0.4
Tom Owens,1983,488,32.8
Sam Pellom,1983,196,4.7
Eddie Phillips,1983,48,0.1
Kevin Porter,1983,659,36.0
Mark Radford,1983,97,0.4
Ed Rains,1983,83,0.7
James Ray,1983,103,-0.3
Oliver Robinson,1983,35,0.1
Ed Sherod,1983,64,2.5
Jose Slaughter,1983,63,-0.1
Jim Smith,1983,76,0.7
Phil Smith,1983,659,41.1
Randy Smith,1983,976,60.00000000000001
Vince Taylor,1983,31,0.1
Carlos Terry,1983,94,1.5
Corny Thompson,1983,44,-0.1
Jan van Breda Kolff,1983,434,15.0
Bob Wilkerson,1983,536,8.3
James Wilkes,1983,114,2.0
Rickey Williams,1983,44,-0.1
Brian Winters,1983,650,38.7
Jim Zoet,1983,7,-0.1
Dennis Awtrey,1982,733,22.5
Carl Bailey,1982,1,0.0
Mike Bantom,1982,706,34.800000000000004
Mel Bennett,1982,129,0.19999999999999998
Ray Blume,1982,49,-0.1
Alex Bradley,1982,39,0.4
Jim Brewer,1982,703,29.3
Roger Burkman,1982,6,0.1
David Burns,1982,9,-0.1
Reggie Carter,1982,135,0.4
Jim Chones,1982,623,37.4
Hollis Copeland,1982,93,1.3
Bob Dandridge,1982,839,80.2
Ron Davis,1982,78,0.09999999999999998
Larry Demic,1982,206,1.4
Mickey Dillard,1982,33,-0.2
Craig Dykema,1982,32,0.2
Chris Ford,1982,794,35.5
Don Ford,1982,474,12.8
Mike Gale,1982,453,17.9
Glenn Hagan,1982,4,0.1
Alan Hardy,1982,60,0.0
James Hardy,1982,249,6.3
Mike Harper,1982,123,2.5
Keith Herron,1982,124,3.2
Kenny Higgs,1982,216,4.7
Brad Holland,1982,93,0.3
Cedrick Hordges,1982,145,2.2
John Johnson,1982,869,37.1
Ollie Johnson,1982,690,26.9
Clarence Kea,1982,51,1.0
Toby Knight,1982,283,15.700000000000001
Kevin Kunnert,1982,555,22.0
John Lambert,1982,446,6.8999999999999995
Rock Lee,1982,2,0.0
Ron Lee,1982,448,10.7
Ollie Mack,1982,128,2.5
John McCullough,1982,8,0.1
Jim McElroy,1982,418,14.1
George McGinnis,1982,528,36.1
Mike Newlin,1982,837,50.5
Sonny Parker,1982,452,26.9
Kevin Restani,1982,550,14.7
Jackie Robinson,1982,22,0.30000000000000004
Bill Robinzine,1982,529,23.299999999999997
John Roche,1982,162,5.3999999999999995
Craig Shelton,1982,59,0.0
James Silas,1982,357,21.900000000000002
Kevin Stacom,1982,347,3.1999999999999997
Brian Taylor,1982,330,24.799999999999997
Raymond Townsend,1982,154,1.0
Richard Washington,1982,351,10.7
Hawkeye Whitney,1982,70,1.4
Michael Wiley,1982,94,2.9000000000000004
Garry Witts,1982,46,1.1
Howard Wood,1982,42,0.3
Sam Worthen,1982,69,0.7
Larry Wright,1982,343,10.6
Rich Yonakor,1982,10,0.3
Tom Abernethy,1981,319,13.299999999999999
Darrell Allums,1981,22,-0.3
Henry Bibby,1981,675,24.599999999999998
Norman Black,1981,3,-0.1
Ron Boone,1981,379,11.5
Winford Boynes,1981,177,0.9
Dave Britton,1981,2,0.0
Lewis Brown,1981,2,-0.1
Tom Burleson,1981,446,23.0
Mack Calvin,1981,222,6.0
Austin Carr,1981,682,33.1
Phil Chenier,1981,578,39.4
Art Collins,1981,29,-0.4
Doug Collins,1981,415,38.0
Monti Davis,1981,2,-0.1
Jacky Dorsey,1981,60,0.30000000000000004
Ralph Drollinger,1981,6,-0.2
Bob Elliott,1981,141,3.1000000000000005
Tony Fuller,1981,15,-0.1
Gus Gerard,1981,280,5.3
Roy Hamilton,1981,73,-0.4
Gar Heard,1981,787,26.900000000000002
Kim Hughes,1981,341,7.000000000000001
Tony Jackson,1981,2,0.0
Abdul Jeelani,1981,143,5.4
Lee Johnson,1981,12,-0.2
Walter Jordan,1981,30,-0.1
Chad Kinch,1981,41,-0.5
Wayne Kreklow,1981,25,-0.3
Edmund Lawrence,1981,3,0.1
Bill Mayfield,1981,7,0.0
Andre McCarter,1981,103,1.1
Keith McCord,1981,2,0.0
John Mengelt,1981,636,27.999999999999996
Dick Miller,1981,8,-0.1
Mike Niles,1981,44,-0.3
Myles Patrick,1981,3,0.0
Stan Pietkiewicz,1981,96,1.6
Tony Price,1981,5,-0.1
Wally Rank,1981,25,-0.4
Clifford Ray,1981,784,56.7
Billy Reid,1981,59,-0.6
Wayne Robinson,1981,81,1.7
Frankie Sanders,1981,69,0.5
John Shumate,1981,318,24.5
John Stroud,1981,9,-0.1
Rudy Tomjanovich,1981,768,70.5
Wes Unseld,1981,984,110.19999999999999
Ronnie Valentine,1981,24,-0.3
Brett Vroman,1981,11,0.1
Lloyd Walton,1981,341,5.300000000000001
Jo Jo White,1981,837,53.800000000000004
Rudy White,1981,124,0.20000000000000004
Sidney Wicks,1981,760,42.4
John Williamson,1981,288,13.4
Gus Bailey,1980,147,0.8999999999999999
Marvin Barnes,1980,171,4.4
Rick Barry,1980,794,93.4
Tim Bassett,1980,235,4.1
Ron Behagen,1980,388,13.0
Del Beshore,1980,69,-0.9
Lawrence Boston,1980,13,0.2
Alonzo Bradley,1980,99,-0.2
John Brown,1980,486,16.3
Roger Brown,1980,77,0.7000000000000001
Corky Calhoun,1980,542,14.499999999999998
Bob Carrington,1980,82,1.3
Ron Carter,1980,59,-0.1
Don Chaney,1980,742,35.4
Jim Cleamons,1980,652,29.2
John Coughran,1980,24,-0.3
Terry Crosby,1980,4,0.0
Harry Davis,1980,44,0.3
Paul Dawkins,1980,57,-0.1
Greg Deane,1980,7,-0.1
Bo Ellis,1980,168,2.5
Earl Evans,1980,36,0.1
Walt Frazier,1980,825,113.7
Terry Furlow,1980,239,7.199999999999999
Gary Garland,1980,78,0.5
John Gianelli,1980,541,23.000000000000004
Jack Givens,1980,156,4.300000000000001
Mike Green,1980,245,10.9
Darnell Hillman,1980,287,9.899999999999999
Phil Jackson,1980,807,29.099999999999998
Cheese Johnson,1980,9,0.0
Irv Kiffin,1980,26,-0.6
Carl Kilpatrick,1980,2,0.0
Arvid Kramer,1980,8,-0.1
John Kuester,1980,135,2.0
Butch Lee,1980,96,2.4
Steve Malovic,1980,39,0.3
Pete Maravich,1980,658,46.50000000000001
Dave Meyers,1980,281,13.500000000000002
Eric Money,1980,426,14.7
Earl Monroe,1980,926,77.6
Sylvester Norris,1980,17,-0.2
John Olive,1980,35,-0.30000000000000004
Wiley Peck,1980,52,0.3
Marlon Redmond,1980,77,0.6
Charlie Scott,1980,560,27.099999999999998
Paul Silas,1980,1254,80.0
Ralph Simpson,1980,218,0.7
Al Skinner,1980,203,6.3
Bingo Smith,1980,865,33.300000000000004
Sam Smith,1980,46,1.0
Willie Smith,1980,78,1.3
Larry Steele,1980,610,28.3
Earl Tatum,1980,262,7.700000000000001
Bernard Toone,1980,23,-0.1
Dave Twardzik,1980,280,21.8
Andre Wakefield,1980,81,-1.1
Nick Weatherspoon,1980,453,15.1
Duck Williams,1980,77,-0.3
Bubba Wilson,1980,16,-0.2
Rick Wilson,1980,66,0.09999999999999998
Tony Zeno,1980,8,-0.2
Lucius Allen,1979,702,42.1
Kim Anderson,1979,21,-0.4
Tate Armstrong,1979,92,0.30000000000000004
Tom Barker,1979,98,1.3
Butch Beard,1979,605,32.900000000000006
Bob Bigelow,1979,94,0.4
Dennis Boyd,1979,5,-0.2
Greg Bunch,1979,12,0.1
E.C. Coleman,1979,357,12.799999999999999
Wesley Cox,1979,74,0.09999999999999998
Louie Dampier,1979,232,6.8
Charles Dudley,1979,361,13.899999999999999
Ray Epps,1979,13,0.1
Bayard Forrest,1979,139,2.5999999999999996
Gail Goodrich,1979,1031,76.60000000000001
Steve Green,1979,153,2.2
Tommie Green,1979,59,-0.3
Lars Hansen,1979,15,0.6
Bubbles Hawkins,1979,103,2.9
Phil Hicks,1979,57,0.5
Wilbur Holland,1979,276,14.0
Essie Hollis,1979,25,0.1
Otis Howard,1979,14,0.2
Lou Hudson,1979,890,80.9
Aaron James,1979,356,13.200000000000001
Charles Johnson,1979,521,13.3
Ted McClain,1979,178,4.0
Jim McMillian,1979,631,45.99999999999999
Larry McNeill,1979,297,13.3
Glenn Mosley,1979,32,0.19999999999999998
Bob Nash,1979,219,2.6000000000000005
Lloyd Neal,1979,435,22.7
Connie Norman,1979,99,1.2
Jim Price,1979,510,19.7
Wayne Radford,1979,52,0.7
Tony Robertson,1979,75,0.5
Curtis Rowe,1979,590,34.2
John Rudd,1979,58,0.6
Steve Sheppard,1979,106,0.9
Elmore Smith,1979,562,34.699999999999996
Dick Snyder,1979,964,58.2
Ira Terrell,1979,127,4.2
Norm Van Lier,1979,746,47.900000000000006
Wilson Washington,1979,100,2.1
Slick Watts,1979,437,13.899999999999999
Earl Williams,1979,146,2.7
Nate Williams,1979,642,23.299999999999997
Zaid Abdul-Aziz,1978,505,17.599999999999998
Jim Ard,1978,218,2.0
Bird Averitt,1978,130,-1.8
Dave Bing,1978,901,68.7
Tom Boerwinkle,1978,635,38.2
Phil Bond,1978,7,0.0
Jim Bostic,1978,4,0.1
Freddie Boyd,1978,327,1.4000000000000001
Wayman Britt,1978,7,0.0
Gary Brokaw,1978,241,5.2
Ticky Burden,1978,63,0.0
Ken Charles,1978,322,9.799999999999999
Norm Cook,1978,27,-0.1
Mark Crow,1978,15,0.2
Derrek Dickey,1978,321,11.2
Ernie DiGregorio,1978,312,2.5999999999999996
Jim Eakins,1978,115,4.5
Al Eberhard,1978,220,5.300000000000001
Al Fleming,1978,20,0.0
Mike Flynn,1978,144,2.5
Greg Griffin,1978,36,-0.1
Glenn Hansen,1978,112,1.1
John Havlicek,1978,1270,131.7
Robin Jones,1978,75,2.2
Wil Jones,1978,159,4.6000000000000005
George Karl,1978,33,-0.2
Steve Kuberski,1978,568,11.399999999999999
C.J. Kupec,1978,147,1.8
Rich Laurel,1978,10,0.0
Mo Layton,1978,264,4.4
Ricky Marsh,1978,60,0.5
Jim McDaniels,1978,184,0.6
Larry Moffett,1978,20,-0.1
Louie Nelson,1978,224,6.299999999999999
Johnny Neumann,1978,83,-0.1
Willie Norwood,1978,430,17.8
Eddie Owens,1978,8,0.0
Joe Pace,1978,79,1.0
Curtis Perry,1978,480,29.700000000000003
Cliff Pondexter,1978,197,4.7
Howard Porter,1978,457,17.6
Ed Ratleff,1978,338,13.7
Cazzie Russell,1978,817,51.50000000000001
Fred Saunders,1978,210,3.1
Dale Schlueter,1978,586,20.800000000000004
Bruce Seals,1978,235,6.9
Scott Sims,1978,12,-0.2
Claude Terry,1978,72,1.0
Dean Tolson,1978,80,2.2
Phil Walker,1978,40,-0.4
Chuck Williams,1978,138,1.9
Bobby Wilson,1978,143,1.7000000000000002
Willie Wise,1978,77,2.5
Dave Wohl,1978,410,6.199999999999999
Don Adams,1977,487,10.5
Jerome Anderson,1977,49,0.4
Jim Barnett,1977,732,33.199999999999996
Norton Barnhill,1977,4,0.0
Mike Barr,1977,73,1.4
Byron Beck,1977,53,0.8
Bill Bradley,1977,742,38.800000000000004
Fred Carter,1977,611,14.8
Cornelius Cash,1977,6,0.0
Mike D'Antoni,1977,130,1.0
Mel Daniels,1977,11,0.0
Dwight Davis,1977,340,11.400000000000002
Mel Davis,1977,190,0.2
Mickey Davis,1977,286,9.0
Randy Denton,1977,45,0.4
Henry Dickerson,1977,23,-0.2
Darrell Elston,1977,5,-0.2
Keith Erickson,1977,766,25.2
Butch Feher,1977,48,1.5
Fred Foster,1977,524,3.0
Jim Fox,1977,743,41.8
Rowland Garrett,1977,263,5.4
Herm Gilliam,1977,578,20.699999999999996
Leonard Gray,1977,224,9.899999999999999
Rudy Hackett,1977,6,0.0
Mo Howard,1977,32,0.6
Jimmy Jones,1977,140,6.199999999999999
Rich Jones,1977,34,0.6
Goo Kennedy,1977,32,0.3
Tom Kropp,1977,78,0.49999999999999994
Bo Lamar,1977,71,0.5
John Laskowski,1977,118,2.1
Freddie Lewis,1977,159,1.2000000000000002
Bob Love,1977,789,50.60000000000001
Jack Marin,1977,849,59.300000000000004
Clyde Mayes,1977,74,0.9
Paul McCracken,1977,37,0.5
Glenn McDonald,1977,146,1.1
