Player,Year,Games Played,Win Share, relevancy
Jim King,1973,607,17.700000000000003, 2.370340412762797
Kevin Loughery,1973,755,29.800000000000004, 3.0654370484106135
Harvey Marlatt,1973,61,-0.19999999999999998, 0.22708701261963304
Eddie Mast,1973,112,0.30000000000000004, 0.40882466473130086
Eric McWilliams,1973,44,-0.4, 0.16598286086587496
Mark Minor,1973,4,0.0, 0.0359184371006638
Erwin Mueller,1973,425,9.7, 1.6239016153397474
Bob Portman,1973,221,4.4, 0.8449825029560681
Mike Price,1973,119,0.5, 0.43583790739414985
Flynn Robinson,1973,494,31.3, 2.1992863683819808
Frank Russell,1973,23,0.1, 0.10226596752299737
Tom Sanders,1973,916,56.5, 4.0347731257191315
Frank Schade,1973,9,0.0, 0.052963891646118345
Sam Sibert,1973,5,-0.1, 0.03775272486014841
William Smith,1973,30,0.2, 0.12770440703624003
Dave Sorenson,1973,213,5.4, 0.8334578071794039
Paul Stovall,1973,25,-0.1, 0.1059345430419666
John Trapp,1973,279,6.1000000000000005, 1.069481429226648
John Tresvant,1973,559,24.400000000000002, 2.3122158601500553
Bill Turner,1973,294,4.8, 1.1001453519181297
Joby Wright,1973,77,0.6, 0.29423089236193795
Odis Allison,1972,36,-0.6, 0.13790395341680456
Vic Bartolome,1972,38,-0.4, 0.147871741534199
Elgin Baylor,1972,846,104.1, 4.548086487418236
Em Bryant,1972,566,8.700000000000001, 2.0911788281483723
Sid Catlett,1972,9,-0.2, 0.05215771146977522
Jerry Chambers,1972,239,2.9, 0.8850675181984795
Jimmy Collins,1972,74,0.5, 0.2847722426079284
Jackie Dinkins,1972,18,0.1, 0.08756393910041231
Bill Dinwiddie,1972,220,-2.2, 0.739979830295831
Johnny Egan,1972,712,23.799999999999997, 2.8267013764661963
Greg Fillmore,1972,49,0.3, 0.19639536358144305
Jake Ford,1972,31,0.7, 0.1413309398162319
Clarence Glover,1972,25,0.3, 0.11457718176326127
Shaler Halimon,1972,170,0.0, 0.6041709541326242
Art Harris,1972,238,-1.7999999999999998, 0.8076426792578927
Al Henry,1972,49,0.7, 0.20269457617986825
Bill Hosket,1972,143,3.1, 0.5609443972249649
Greg Howard,1972,92,0.6, 0.34771068212117107
Darrall Imhoff,1972,801,29.999999999999996, 3.2277482626508776
Jake Jones,1972,17,0.0, 0.0825800450417151
Nick Jones,1972,188,2.2, 0.7001802597875991
Ron Knight,1972,101,0.09999999999999998, 0.3705184845549577
Charlie Lowery,1972,20,0.2, 0.09595692406820042
Jim Marsh,1972,39,-0.3, 0.15285563559289617
Willie McCarter,1972,155,-1.1, 0.5357117558505913
Gil McGregor,1972,42,-0.4, 0.16150810517056263
McCoy McLemore,1972,580,9.5, 2.1515045260724954
Eddie Miles,1972,605,24.3, 2.4698026649415006
Rex Morgan,1972,62,0.5, 0.2438631516988375
Dorie Murrey,1972,357,6.5, 1.3440331588570336
Barry Nelson,1972,28,0.1, 0.12165484819132139
Charlie Paulk,1972,120,-0.9000000000000001, 0.419543180331622
Tom Payne,1972,29,0.3, 0.1282135453996249
Bob Quick,1972,136,4.0, 0.5512539892077852
Jackie Ridgle,1972,32,0.2, 0.1368660149772913
Larry Siegfried,1972,550,33.1, 2.420885342106855
Garfield Smith,1972,63,-0.30000000000000004, 0.234673817411078
Fred Taylor,1972,88,-0.6000000000000001, 0.3151766806895318
John Vallely,1972,100,-0.30000000000000004, 0.36081018104744167
Bobby Washington,1972,116,2.2, 0.4547257143330537
Jeff Webb,1972,75,0.0, 0.2803073177689878
Isaiah Wilson,1972,48,-0.5, 0.18038784747550174
Barry Yates,1972,24,-0.2, 0.10329407510613885
Charlie Yelverton,1972,69,-0.5, 0.25197875656641083
Gary Zeller,1972,78,-1.6, 0.2653377401025597
Cliff Anderson,1971,81,0.3, 0.30807615907200625
Bob Arnzen,1971,55,1.0, 0.23046341748288673
Al Attles,1971,711,36.6, 3.027456975106366
Jim Barnes,1971,454,14.3, 1.8001395091077974
Moe Barr,1971,31,0.1, 0.1344720073182482
Johnny Baum,1971,65,0.30000000000000004, 0.25353070452655174
Tom Black,1971,71,0.1, 0.27083564368188456
Bob Boozer,1971,874,64.3, 4.019359265729129
Nate Bowman,1971,243,1.4000000000000001, 0.8776717209904028
Len Chappell,1971,591,18.9, 2.3396259085351416
Joe Cooke,1971,73,-0.4, 0.2697798097520349
Freddie Crawford,1971,297,6.000000000000001, 1.1342035749632018
Connie Dierking,1971,706,13.2, 2.6419075835530372
Claude English,1971,18,-0.3, 0.0838546129016412
Levi Fontaine,1971,35,-0.3, 0.14180915835618665
Gary Freeman,1971,52,1.2, 0.2233857510548266
Walt Gilmore,1971,27,0.2, 0.12241044683149088
Bob Greacen,1971,43,-0.1, 0.1722314919281265
Fred Hetzel,1971,416,15.9, 1.6957909049560436
A.W. Holt,1971,6,-0.1, 0.04609512829176289
Bailey Howell,1971,950,114.7, 5.072150962221612
Greg Hyder,1971,77,1.1, 0.30703822063249303
Rich Johnson,1971,97,1.4000000000000001, 0.3799444482631301
Earnie Killum,1971,4,-0.1, 0.03927694647358108
Bobby Lewis,1971,255,1.2, 0.9154312056002812
Paul Long,1971,71,1.0, 0.28500887202834124
Mike Lynn,1971,49,-0.3, 0.18953643108345938
Ed Manning,1971,280,4.199999999999999, 1.047902572815743
Tom Meschery,1971,778,43.5, 3.3645274833382914
Larry Mikan,1971,53,-0.8, 0.19529877897179154
Bud Ogden,1971,74,0.7, 0.2905117353067951
Ralph Ogden,1971,32,-0.7, 0.12528267303048873
Bob Riley,1971,7,0.0, 0.0510790223504601
Mike Silliman,1971,36,0.3, 0.15466706816291537
Adrian Smith,1971,719,31.8, 2.97913915119799
Dennis Stewart,1971,2,0.0, 0.034033567805005556
Bill Stricker,1971,1,0.0, 0.03062447689591465
Gary Suiter,1971,30,-0.3, 0.12476370381073211
Joe Thomas,1971,39,-0.6, 0.15072111254373138
Rod Thorn,1971,466,17.2, 1.886717891355471
Al Tucker,1971,257,7.3, 1.0183123795444473
Herb White,1971,38,0.1, 0.1583356436818846
Bernie Williams,1971,128,-0.19999999999999998, 0.46042941605124743
Willie Williams,1971,25,-0.4, 0.10614344611567128
George Wilson,1971,410,0.4999999999999998, 1.432816674462128
Marv Winkler,1971,3,0.0, 0.037442658714096466
Bill Zopf,1971,53,-0.1, 0.20632240101903562
Wally Anderzunas,1970,44,-0.2, 0.1769280468176285
John Arthurs,1970,11,0.0, 0.06757765311684111
Joe Caldwell,1970,468,23.900000000000002, 2.001910151327292
Bob Cousy,1970,924,91.0, 4.613148519258573
Dave Gambee,1970,750,35.8, 3.150675362494078
Richie Guerin,1970,848,69.2, 4.010750523553491
Al Hairston,1970,42,-0.5, 0.1653854555506278
Brian Heaney,1970,14,0.2, 0.08095453214332643
Neil Johnson,1970,202,1.9000000000000001, 0.7486352765957244
Joe Kennedy,1970,86,-0.09999999999999998, 0.321684668149053
Dave Newmark,1970,145,1.2000000000000002, 0.5432934727302985
Rich Niemann,1970,40,0.2, 0.16959089577969005
Grady O'Malley,1970,24,-0.3, 0.10717142548620401
Don Ohl,1970,727,30.3, 2.9856520983566406
Loy Petersen,1970,69,0.3, 0.2700293352929327
George Reynolds,1970,10,0.1, 0.0657433653573565
Guy Rodgers,1970,892,33.1, 3.5922465865456172
Dave Scholz,1970,1,0.0, 0.03348674402593202
Ray Scott,1970,684,30.9, 2.848510008163369
Gene Tormohlen,1970,271,2.3000000000000003, 0.9901617619214222
Tom Workman,1970,43,0.5, 0.1845425779557817
Bob Allen,1969,27,0.1, 0.12686120520376098
Harry Barnes,1969,22,-0.4, 0.10194173491027496
John Barnhill,1969,426,10.5, 1.6508680054900888
Ed Biedenbach,1969,7,-0.1, 0.055529780722730224
Jay Carty,1969,28,-0.1, 0.1271206898136393
Sonny Dove,1969,57,-0.09999999999999998, 0.22598432617727568
Wayne Embry,1969,831,37.6, 3.458321477215214
Bob Ferry,1969,634,20.099999999999998, 2.5111400169432025
Pat Frink,1969,48,-0.5, 0.18900329539703226
Mal Graham,1969,70,0.8, 0.2844757363419142
Dennis Hamilton,1969,69,1.2, 0.2873658580312484
Skip Harlicka,1969,26,0.5, 0.1297513268930953
Tom Hawkins,1969,764,23.999999999999996, 3.0157391579596666
Sam Jones,1969,871,92.39999999999999, 4.457677239563102
Rod Knowles,1969,8,-0.1, 0.05893887163182113
Tommy Kron,1969,184,1.8, 0.6888601314743408
Rudy LaRusso,1969,736,61.39999999999999, 3.5092609904578764
Dave Lattin,1969,112,0.8, 0.42765755452373233
George Lehmann,1969,66,0.0, 0.25824094750870014
Plummer Lott,1969,67,-1.2999999999999998, 0.24117759747290918
Jay Miller,1969,11,-0.4, 0.06444173491027497
Bud Olsen,1969,369,3.3000000000000003, 1.3431639969002536
Barry Orms,1969,64,-0.7, 0.24039914364327425
Craig Raymond,1969,27,0.0, 0.1252864020541547
Bill Russell,1969,963,163.4, 5.889423839419939
Doug Sims,1969,4,0.0, 0.04687731114506379
Dwight Waller,1969,11,-0.1, 0.06916614435909385
Bob Warlick,1969,157,1.0999999999999999, 0.5857910548816423
Ken Wilburn,1969,7,0.1, 0.05867938702194282
Cliff Williams,1969,3,-0.1, 0.04189341708636658
Bud Acton,1968,23,0.1, 0.11672082253459176
Henry Akin,1968,86,-1.2999999999999998, 0.3094463057128308
Tyrone Britt,1968,11,0.0, 0.07423692847589457
Jim Burns,1968,3,-0.1, 0.04538939805356099
Jim Caldwell,1968,2,0.0, 0.04355511029407639
George Carter,1968,1,0.0, 0.04014601938498548
Larry Costello,1968,706,62.699999999999996, 3.430956685097226
Ron Filipek,1968,19,0.0, 0.10150965574862184
Gary Gray,1968,44,-0.5, 0.17886291272786306
Reggie Harding,1968,205,5.7, 0.82536434436709
Al Jackson,1968,2,-0.1, 0.04198030714447008
Johnny Jones,1968,51,-0.5, 0.20272654909149943
George Lee,1968,297,6.5, 1.151599133200304
Bill Melchionni,1968,144,1.0, 0.5433940508810485
George Patterson,1968,59,0.1, 0.2394480952618645
Jim Reid,1968,6,0.1, 0.05876627708004632
Dave Schellhase,1968,73,-0.6000000000000001, 0.2761517459418931
Craig Spitzer,1968,10,0.0, 0.07082783756680366
Joe Strawder,1968,231,10.9, 0.9958904717829812
Tom Thacker,1968,218,-0.6, 0.7704699277600748
Jim Ware,1968,63,-1.1, 0.23418682110295255
Rick Weitzman,1968,25,-0.3, 0.1172397917543484
Roland West,1968,4,0.0, 0.0503732921122582
Johnny Austin,1967,4,-0.1, 0.052662145457741144
Dave Deutsch,1967,19,-0.5, 0.0974992964956796
Wayne Hightower,1967,316,3.7, 1.176141028779144
Bob Hogsett,1967,7,0.0, 0.06446422133462017
Tom Hoover,1967,100,0.5, 0.3893836916281062
K.C. Jones,1967,676,38.800000000000004, 2.956169661563682
Wayne Molis,1967,13,-0.2, 0.08176916048995303
Paul Neumann,1967,451,28.3, 2.0237698763095664
Ron Reed,1967,119,-1.0, 0.43053437165673897
Chico Vaughn,1967,327,10.299999999999999, 1.31757803665316
Gerry Ward,1967,169,1.0999999999999999, 0.6340597832530167
Ben Warley,1967,288,8.1, 1.1499778219072758
Ron Watts,1967,28,-0.1, 0.13448032727592296
Jay Arnette,1966,114,0.1, 0.4350817525527604
Al Bianchi,1966,687,8.3, 2.517624701729568
Ron Bonham,1966,76,2.0, 0.33545755784982556
Gary Bradds,1966,44,0.5, 0.20274460151482201
Jesse Branson,1966,5,0.0, 0.061916040312245055
Bill Buntin,1966,42,0.9, 0.20222563229506538
Donnie Butcher,1966,279,4.3999999999999995, 1.0652982879858313
John Fairchild,1966,30,-0.6, 0.13769449414187998
Mike Farmer,1966,423,6.300000000000001, 1.5861286387374418
Will Frazier,1966,2,-0.1, 0.05011396443536603
Tom Gola,1966,698,53.3, 3.2637861190524027
Si Green,1966,504,11.0, 1.936280750405302
Cliff Hagan,1966,745,75.0, 3.7657456752442426
Art Heyman,1966,147,4.0, 0.608999075387406
Red Kerr,1966,905,61.599999999999994, 4.100176598651543
Thales McReynolds,1966,5,-0.2, 0.058766434013032456
Willie Naulls,1966,716,34.2, 3.024362353841236
Gary Phillips,1966,348,2.3, 1.2674546945713718
Woody Sauldsberry,1966,462,-10.7, 1.4513666487589165
Willie Somerset,1966,8,0.1, 0.07371811618912408
John Thompson,1966,74,2.1, 0.33021417918125007
Jack Twyman,1966,823,75.1, 4.0332295693029385
Gene Wiley,1966,300,8.3, 1.198306519911386
Bucky Bockhorn,1965,474,7.9, 1.7899082061944644
Dave Budd,1965,353,11.7, 1.4372507258795038
Ed Burton,1965,15,0.0, 0.10072603010283959
Al Butler,1965,234,7.0, 0.9575531596661897
Steve Courtin,1965,24,0.2, 0.13455745458387036
Bob Duffy,1965,111,0.5, 0.43587277312359834
Jerry Greenspan,1965,25,0.4, 0.1411161517921739
Jerry Grote,1965,11,0.1, 0.08866446961608226
Charlie Hardnett,1965,164,3.0, 0.6559246700455741
Tom Heinsohn,1965,654,59.800000000000004, 3.2208674044764973
Gary Hill,1965,79,0.39999999999999997, 0.32520706088308293
Les Hunter,1965,24,-0.5, 0.12353383253662627
Willie Jones,1965,272,0.9, 0.99103562208566
Bud Koper,1965,54,1.0, 0.24942860705344805
Barry Kramer,1965,52,0.2, 0.23001200003841582
Billy McGill,1965,158,6.7, 0.6937378411264616
Jackie Moreland,1965,348,8.0, 1.3619375547986161
Cotton Nash,1965,45,0.0, 0.20299875737556689
Bevo Nordmann,1965,133,1.9000000000000001, 0.5329200172180866
Bob Pettit,1965,792,136.09999999999997, 4.892896753080649
Hub Reed,1965,479,9.4, 1.8305757079840135
John Rudometkin,1965,131,1.0, 0.511928607053448
Barney Cable,1964,362,6.4, 1.3896833678815323
Larry Comley,1964,12,-0.3, 0.09098973867609239
Gene Conley,1964,351,5.2, 1.3332857300862568
Mel Gibson,1964,9,-0.1, 0.08391207224803227
Jerry Harkness,1964,5,0.0, 0.07185051176127492
Paul Hogue,1964,65,-1.1, 0.25907313166106016
Jim Krebs,1964,515,12.4, 2.00576246594882
Jim Loscutoff,1964,511,3.6, 1.8535434251471015
Clyde Lovellette,1964,704,70.60000000000001, 3.5666160808378677
Johnny McCarthy,1964,316,4.699999999999999, 1.2060935325200435
Mel Peterson,1964,2,0.0, 0.0616232390340022
Frank Ramsey,1964,623,49.1, 2.9518970400361497
Ken Rohloff,1964,2,0.0, 0.0616232390340022
Dolph Schayes,1964,996,142.3, 5.691204484560131
Kenny Sears,1964,529,55.800000000000004, 2.7369543056052263
Frank Selvy,1964,565,23.799999999999997, 2.3557445704584836
Lee Shaffer,1964,196,8.2, 0.852120733665355
Gene Shue,1964,699,38.9, 3.050358027867216
Larry Staverman,1964,265,6.899999999999999, 1.0668755654477458
Roger Strickland,1964,1,0.0, 0.05821414812491129
Hubie White,1964,52,-0.8, 0.21947935929169726
John Windsor,1964,11,0.1, 0.09387986036542667
Joe Buckhalter,1963,65,1.0999999999999999, 0.299482699134975
Cleveland Buckner,1963,68,1.4000000000000001, 0.31443438131106666
Johnny Cox,1963,73,0.5, 0.3173066075100645
Danny Doyle,1963,4,0.1, 0.07578012218436656
Walter Dukes,1963,553,24.0, 2.3237489840311816
Dave Fedor,1963,7,-0.1, 0.08285778861242668
Al Ferrari,1963,371,8.9, 1.4654991629860843
Jack Foley,1963,11,0.1, 0.09964375854800292
Gene Guarilia,1963,129,1.2999999999999998, 0.5208141236160058
Dave Gunther,1963,1,0.0, 0.06397804630748752
Ron Horn,1963,31,-0.2, 0.1631011672810022
Hot Rod Hundley,1963,431,4.3999999999999995, 1.5991784757992555
Howie Jolliff,1963,138,0.7, 0.5420471229001861
Phil Jordon,1963,442,9.7, 1.7201430427283892
Maurice King,1963,38,0.0, 0.19011440994385115
Fred LaCour,1963,144,3.3, 0.6034465502444953
Slick Leonard,1963,426,3.9000000000000004, 1.5742590055057695
Ted Luckenbill,1963,87,0.30000000000000004, 0.3618842739381246
Nick Mantis,1963,52,-0.8, 0.22524325747427348
Porter Meriwether,1963,31,0.2, 0.1694003798794274
Howie Montgomery,1963,20,0.1, 0.1303255767298211
Mel Nowell,1963,39,-0.1, 0.19194869770333572
Dave Piontek,1963,413,7.1, 1.5803345244749893
Joe Roberts,1963,181,2.1, 0.7106852760855833
Jeff Slade,1963,3,0.0, 0.07079622812566934
Tom Stith,1963,25,-0.6, 0.13634740922803157
Dan Swartz,1963,39,1.0, 0.20927153234900503
Dan Tieman,1963,29,-0.5, 0.15155857601400147
Ralph Wells,1963,3,-0.2, 0.06764662182645674
Stacey Arceneaux,1962,7,-0.1, 0.089227881258559
Paul Arizin,1962,713,108.80000000000001, 4.211006692998001
George Blaney,1962,36,-0.1, 0.18809151762219536
George Bon Salle,1962,3,-0.1, 0.07559151762219536
Carl Braun,1962,788,64.3, 3.765901109605016
Howie Carl,1962,31,-0.5, 0.1647468504783156
Ed Conlin,1962,486,14.100000000000001, 1.945804473957199
Jimmy Darrow,1962,5,-0.1, 0.08240969944037718
Ralph Davis,1962,150,0.39999999999999997, 0.5846018970065905
Archie Dees,1962,190,5.4, 0.7997056908505418
Rich Eichhorst,1962,1,0.0, 0.07034813895361984
Ray Felix,1962,637,39.5, 2.860577201229926
Larry Foust,1962,817,79.1, 4.097835612110384
Joe Graboski,1962,845,25.3, 3.3460460630767406
Swede Halbrook,1962,143,0.3, 0.5591634574933478
Vern Hatton,1962,225,0.2, 0.8371341088891959
Cleo Hill,1962,58,0.3, 0.26939073022062054
Andy Johnson,1962,292,7.999999999999999, 1.1883778454675782
Doug Kistler,1962,5,0.0, 0.08398450258998348
York Larese,1962,59,0.3, 0.27279982112971146
Whitey Martin,1962,66,-0.5, 0.28406503229649743
Shellie McMillon,1962,263,8.1, 1.0910890122535482
Bob McNeill,1962,125,1.9, 0.5229966715234122
Chuck Noble,1962,411,-0.8999999999999999, 1.4539021833344359
Chuck Osborne,1962,4,-0.1, 0.07900060853128628
Frank Radovich,1962,37,0.0, 0.19307541168089257
Joe Ruklick,1962,114,-0.09999999999999998, 0.45400060853128626
Bob Sims,1962,65,0.4, 0.2948291697338632
Bill Smith,1962,9,-0.2, 0.09447125992713452
Bobby Smith,1962,13,-0.3, 0.10653282041389187
Sam Stith,1962,32,-0.1, 0.17445515398583172
Jack Turner,1962,107,0.6, 0.441160594214894
Charlie Tyra,1962,348,4.9, 1.3304680387388739
Horace Walker,1962,65,0.3, 0.2932543665842569
Bob Wiesenhahn,1962,60,-0.7, 0.26046088054273936
Wayne Yates,1962,37,-0.5, 0.18520139593286106
Dave Zeller,1962,61,-0.1, 0.2733187903494681
Gary Alcorn,1961,78,-1.3, 0.3194157391466909
Ernie Beck,1961,371,8.999999999999998, 1.480484099919776
Whitey Bell,1961,36,0.1, 0.19828116505936094
Dick Garmaker,1961,421,25.6, 1.9123559682089675
Jack George,1961,506,17.7, 2.0777192466627965
Ron Johnson,1961,14,-0.1, 0.12013155876014836
Pickles Kennedy,1961,7,-0.1, 0.096267922396512
Jim Palmer,1961,196,4.5, 0.8130270490965835
Cal Ramsey,1961,13,0.1, 0.11987207415027004
Phil Rollins,1961,177,1.9000000000000001, 0.7073094399340926
Bill Sharman,1961,711,82.8, 3.8017797334201338
Win Wilfong,1961,268,2.6, 1.0285603347086092
Bob Anderegg,1960,33,0.0, 0.19425953791020378
Boo Ellis,1960,118,3.1, 0.5328511628207263
Ed Fleming,1960,292,10.0, 1.2346943983253793
Steve Hamilton,1960,82,1.0, 0.3770530239517213
Bob Hopkins,1960,273,9.500000000000002, 1.1620476553046204
Billy Kenville,1960,345,13.7, 1.4736439330426303
Earl Lloyd,1960,560,19.3, 2.2947874548751286
Slater Martin,1960,745,47.599999999999994, 3.3711385643955296
Brendan McCann,1960,41,-0.6000000000000001, 0.21208344628529324
Dick McGuire,1960,738,51.0, 3.4008182351185074
Jack McMahon,1960,524,6.3, 1.9673357726990368
Togo Palazzi,1960,324,6.499999999999999, 1.2886671971800678
Med Park,1960,313,7.6000000000000005, 1.268490031825737
Jim Ray,1960,8,-0.2, 0.10588265888371845
John Richter,1960,66,0.4, 0.31305875050862897
Paul Seymour,1960,622,37.699999999999996, 2.795914870766324
Chuck Share,1960,596,41.9, 2.773420239413425
Ron Sobie,1960,192,7.199999999999999, 0.8496908192273117
Guy Sparrow,1960,150,0.09999999999999987, 0.5946979774234464
Wayne Stevens,1960,8,-0.2, 0.10588265888371845
Tony Windis,1960,9,-0.2, 0.10929174979280937
George Yardley,1960,472,58.5, 2.612110289520798
Jerry Bird,1959,11,0.0, 0.1278582635736606
Pete Brennan,1959,16,-0.1, 0.14332891496950884
George Dempsey,1959,315,10.7, 1.3327258369451709
Dick Farley,1959,211,8.3, 0.9403851068091653
Joe Holup,1959,192,4.2, 0.8110454504025796
Neil Johnston,1959,516,92.0, 3.2982680703023646
Tommy Kearns,1959,1,0.0, 0.0937673544827515
Ed Macauley,1959,641,100.5, 3.858262701655264
Tom Marshall,1959,168,4.1, 0.7276524654347917
Vern Mikkelsen,1959,699,83.30000000000001, 3.7851238326502537
Jack Parr,1959,66,-0.3, 0.3106338541248417
Lennie Rosenbluth,1959,82,-0.7, 0.35888009607187105
Bennie Swain,1959,58,1.9, 0.318006796143453
Lou Tsioropoulos,1959,157,2.0999999999999996, 0.6586564024426657
Dick Atha,1958,43,0.7, 0.257475856247577
Doug Bolstorff,1958,3,0.0, 0.11008859783669658
George Brown,1958,1,0.0, 0.10327041601851476
Bob Burrow,1958,81,1.9, 0.4059189485883072
Nat Clifton,1958,544,15.0, 2.1906272520958234
Jack Coleman,1958,633,47.599999999999994, 3.0074221697765675
Walt Davis,1958,325,4.8, 1.2834064217450716
Corky Devlin,1958,210,3.8, 0.875612935703554
Dick Duckett,1958,34,0.2, 0.21892002231772736
Pat Dunn,1958,28,-0.1, 0.193741067414363
Bill Ebben,1958,8,-0.2, 0.12398444608293853
Bo Erias,1958,18,-0.1, 0.15965015832345392
Larry Friend,1958,44,-0.4, 0.24356211251099866
Harry Gallatin,1958,682,78.3, 3.657932191251156
Bob Harrison,1958,615,15.100000000000001, 2.434247509790884
Bob Houbregs,1958,281,16.6, 1.319233193398615
Mel Hutchins,1958,437,27.900000000000002, 2.0290041311223086
McCoy Ingram,1958,24,-0.7, 0.17065588488036157
Monk Meineke,1958,343,14.9, 1.5038251762189443
Red Morrison,1958,155,2.2, 0.6629160853098535
Jack Nichols,1958,505,23.900000000000002, 2.1978301869562387
Worthy Patterson,1958,4,0.0, 0.1134976887457875
Jerry Paulson,1958,6,0.0, 0.12031587056396931
Andy Phillip,1958,701,60.699999999999996, 3.4455395641931745
Ray Radziszewski,1958,1,-0.1, 0.10169561286890846
Richie Regan,1958,215,3.5, 0.8879339808001898
Dick Ricketts,1958,212,2.1, 0.855659463978429
Arnie Risen,1958,637,55.900000000000006, 3.1517671948302546
Dick Schnittker,1958,364,22.0, 1.6872271089319006
Ron Shavlik,1958,8,-0.3, 0.12240964293333223
Art Spoelstra,1958,278,8.6, 1.1830216687028383
Maurice Stokes,1958,202,16.0, 1.0404661926827954
Bill Thieben,1958,85,-0.49999999999999994, 0.38176003663411967
Jim Walsh,1958,10,-0.2, 0.13080262790112035
Forest Able,1957,1,0.0, 0.1137729232605236
Bob Armstrong,1957,19,-0.1, 0.17356175647455369
Jim Baechtold,1957,321,14.8, 1.4377528803113466
John Barber,1957,5,0.0, 0.12740928689688724
Irv Bemoras,1957,131,1.4, 0.5790019855368299
Gary Bergen,1957,6,0.0, 0.13081837780597816
Alex Hannum,1957,516,13.1, 2.075753954040767
Dick Hemric,1957,138,5.2, 0.6627081415855056
Larry Hennessy,1957,74,-0.9, 0.3484633312777033
Lew Hitch,1957,414,15.2, 1.7610975474552264
Ed Kalafat,1957,209,5.4, 0.9079032024301729
Hal Lear,1957,3,0.0, 0.12059110507870542
Chuck Mencel,1957,141,1.9000000000000001, 0.6209669103757705
Jackie Moore,1957,134,1.7, 0.5939536677129216
Red Rocha,1957,586,47.800000000000004, 2.8608470105905166
Dick Rosenthal,1957,85,1.9, 0.4300578194666797
Don Savage,1957,17,-0.1, 0.16674357465637185
Bob Schafer,1957,65,-0.8, 0.3193563162454914
Whitey Skoog,1957,341,14.2, 1.496485879595527
Odie Spears,1957,479,27.900000000000002, 2.1826884565461357
Norm Stewart,1957,5,-0.1, 0.12583448374728096
Jim Tucker,1957,99,1.3, 0.46833627329631455
Bobby Wanzer,1957,568,63.99999999999999, 3.0546014844631
Bob Williams,1957,24,0.5, 0.20005602991764598
Jesse Arnelle,1956,31,0.0, 0.2276527161039979
Ernie Barrett,1956,131,0.7, 0.5795854290603328
Don Bielke,1956,7,0.2, 0.14898414058502868
Frankie Brian,1956,438,29.999999999999996, 2.087593660985888
Chuck Cooper,1956,409,11.600000000000001, 1.6989662450946923
Red Davis,1956,3,-0.1, 0.13062336749984615
Ron Feiereisel,1956,10,0.0, 0.1560618070130888
Chris Harris,1956,41,-0.8, 0.24914519999805662
Jim Holstein,1956,225,2.5, 0.9283864312077917
Johnny Horan,1956,19,-0.1, 0.18516882204530072
George Mikan,1956,439,108.69999999999999, 3.330372830635136
Bob Peterson,1956,103,1.5, 0.4967293088026379
Bob Santini,1956,4,0.1, 0.13718206470814967
Connie Simmons,1956,598,29.4, 2.623599387542795
Jack Stephens,1956,72,4.8, 0.4430159945578276
Ernie Vandeweghe,1956,224,18.099999999999998, 1.1706466316372832
Max Zaslofsky,1956,540,48.300000000000004, 2.723509910091113
Don Anielak,1955,1,-0.1, 0.13663297699465107
Don Barksdale,1955,262,9.1, 1.1712875940311578
Bob Brannum,1955,338,5.5, 1.37368558973624
Tom Brennan,1955,11,0.1, 0.17387349238477276
Bill Calhoun,1955,442,18.6, 1.9345302568801197
Bob Carney,1955,19,0.3, 0.20429582595671264
Fred Christ,1955,6,0.1, 0.15682803783931823
Cal Christensen,1955,291,8.2, 1.2559780020483375
Bert Cook,1955,37,0.0, 0.26093505287153007
Bob Davies,1955,462,49.800000000000004, 2.4940506577391037
Fred Diute,1955,7,-0.3, 0.15393791614998392
Danny Finn,1955,142,0.9999999999999999, 0.6346376298221384
Jim Fritsche,1955,84,-1.5999999999999999, 0.39596547520510206
Bill Gabor,1955,307,11.2, 1.357767551081981
Chuck Grigsby,1955,7,0.0, 0.15866232559880283
Rollen Hans,1955,80,0.6, 0.416974780860077
Herm Hedderick,1955,5,-0.1, 0.15026934063101471
Don Henriksen,1955,138,4.4, 0.674544573272389
Paul Hoffman,1955,317,12.4, 1.4107560979681657
Mike Kearns,1955,6,-0.1, 0.15367843154010563
Dan King,1955,12,0.0, 0.17570778014425736
Bob Knight,1955,2,0.1, 0.1431916742029546
Ronnie MacGilvray,1955,6,-0.1, 0.15367843154010563
Phil Martin,1955,7,-0.1, 0.15708752244919652
Ken McBride,1955,12,-0.4, 0.16940856754583217
Al McGuire,1955,191,5.4, 0.8709744229502703
Carl McNulty,1955,1,-0.1, 0.13663297699465107
Ken Murray,1955,181,3.6, 0.8085370571664476
Boris Nachamkin,1955,6,0.0, 0.15525323468971192
Jim Neal,1955,80,0.1, 0.40910076511204546
Wally Osterkorn,1955,204,8.9, 0.9704107150046726
Jim Pollard,1955,438,34.900000000000006, 2.1775868066295834
George Ratkovicz,1955,343,28.6, 1.75451057184075
Al Roges,1955,84,0.7, 0.43218594764604695
Pep Saul,1955,384,12.799999999999999, 1.6454644014756816
Fred Scolari,1955,534,33.7, 2.4859618961070344
Don Sunderlage,1955,113,2.7, 0.5625456470018093
Paul Walther,1955,370,20.400000000000002, 1.7174221681184878
Bobby Watson,1955,63,-0.1, 0.34799661335828747
Skippy Whitaker,1955,3,-0.1, 0.1434511588128329
Zeke Zawoluk,1955,179,8.1, 0.8725850170805495
Don Ackerman,1954,28,-0.6, 0.2349813176943305
Don Asmonga,1954,7,-0.3, 0.1681148180522403
